11.5041	12.3009	3.65137	0.31531	8537.51
11.507	12.1881	3.65139	0.31031	8537.53
11.5101	12.0754	3.65144	0.30531	8537.6
11.5133	11.9626	3.65153	0.30031	8537.71
11.5165	11.8498	3.65165	0.29531	8537.88
11.5198	11.7369	3.65183	0.29031	8538.1
11.5232	11.6239	3.65204	0.28531	8538.38
11.5268	11.5108	3.6523	0.28031	8538.71
11.5304	11.3976	3.6526	0.27531	8539.11
11.5342	11.2842	3.65296	0.27031	8539.58
11.5381	11.1706	3.65337	0.26531	8540.11
11.5422	11.0569	3.65384	0.26031	8540.72
11.5464	10.9428	3.65436	0.25531	8541.4
11.5507	10.8285	3.65495	0.25031	8542.16
11.5011	12.4136	3.65139	0.32031	8537.53
11.4983	12.5264	3.65143	0.32531	8537.59
11.4955	12.6393	3.65151	0.33031	8537.69
11.4928	12.7522	3.65162	0.33531	8537.83
11.4902	12.8651	3.65176	0.34031	8538.01
11.4876	12.9781	3.65192	0.34531	8538.22
11.4851	13.0913	3.6521	0.35031	8538.46
11.4826	13.2046	3.65232	0.35531	8538.74
11.4801	13.3179	3.65255	0.36031	8539.04
11.4777	13.4314	3.65281	0.36531	8539.37
11.4754	13.5452	3.65308	0.37031	8539.73
11.4731	13.659	3.65338	0.37531	8540.12
11.4708	13.773	3.65369	0.38031	8540.53
