11.7409	11.8161	3.86258	0.282248	12389.1
11.7462	11.7333	3.86262	0.277248	12389.2
11.7516	11.6503	3.86275	0.272248	12389.4
11.757	11.567	3.86296	0.267248	12389.8
11.7626	11.4836	3.86328	0.262248	12390.3
11.7684	11.3999	3.86368	0.257248	12391
11.7742	11.3159	3.86419	0.252248	12391.9
11.7802	11.2317	3.86481	0.247248	12393
11.7863	11.1472	3.86554	0.242248	12394.3
11.7926	11.0625	3.86639	0.237248	12395.7
11.7991	10.9774	3.86737	0.232248	12397.4
11.8057	10.892	3.86848	0.227248	12399.3
11.8126	10.8063	3.86973	0.222248	12401.5
11.8197	10.7204	3.87112	0.217248	12403.9
11.7357	11.8987	3.86262	0.287248	12389.2
11.7305	11.9811	3.86274	0.292248	12389.4
11.7255	12.0633	3.86293	0.297248	12389.7
11.7205	12.1454	3.86319	0.302248	12390.2
11.7156	12.2272	3.86352	0.307248	12390.8
11.7107	12.309	3.86391	0.312248	12391.4
11.7059	12.3905	3.86437	0.317248	12392.2
11.7012	12.472	3.86488	0.322248	12393.1
11.6965	12.5533	3.86545	0.327248	12394.1
11.6919	12.6345	3.86607	0.332248	12395.2
11.6873	12.7155	3.86675	0.337248	12396.3
11.6827	12.7965	3.86746	0.342248	12397.6
11.6782	12.8773	3.86824	0.347248	12398.9
