11.5095	11.6206	3.69811	0.288223	29322.9
11.5139	11.5299	3.69814	0.283223	29323
11.5184	11.4389	3.69824	0.278223	29323.4
11.523	11.3475	3.6984	0.273223	29324.1
11.5277	11.2559	3.69864	0.268223	29325.2
11.5325	11.1638	3.69895	0.263223	29326.6
11.5375	11.0714	3.69934	0.258223	29328.3
11.5426	10.9787	3.69982	0.253223	29330.4
11.5479	10.8855	3.70038	0.248223	29332.8
11.5534	10.7919	3.70104	0.243223	29335.7
11.559	10.6978	3.7018	0.238223	29339
11.5648	10.6033	3.70266	0.233223	29342.8
11.5709	10.5083	3.70363	0.228223	29347.1
11.5771	10.4128	3.70471	0.223223	29351.8
11.5052	11.7111	3.69813	0.293223	29323
11.501	11.8012	3.69823	0.298223	29323.4
11.4968	11.8912	3.69837	0.303223	29324
11.4928	11.9808	3.69857	0.308223	29324.9
11.4888	12.0703	3.69882	0.313223	29326
11.4849	12.1595	3.69912	0.318223	29327.3
11.4811	12.2485	3.69946	0.323223	29328.8
11.4773	12.3374	3.69985	0.328223	29330.5
11.4736	12.426	3.70028	0.333223	29332.4
11.47	12.5145	3.70076	0.338223	29334.5
11.4664	12.6028	3.70126	0.343223	29336.7
11.4628	12.691	3.70181	0.348223	29339.1
11.4593	12.779	3.70239	0.353223	29341.6
