11.228	11.1955	3.48366	0.281833	8341.85
11.2321	11.0854	3.48369	0.276833	8341.89
11.2363	10.9746	3.48378	0.271833	8342.01
11.2406	10.863	3.48393	0.266833	8342.23
11.245	10.7506	3.48416	0.261833	8342.54
11.2496	10.6374	3.48446	0.256833	8342.94
11.2542	10.5234	3.48483	0.251833	8343.45
11.259	10.4085	3.48528	0.246833	8344.07
11.264	10.2927	3.48582	0.241833	8344.8
11.2691	10.1759	3.48644	0.236833	8345.65
11.2744	10.0583	3.48715	0.231833	8346.63
11.2799	9.93963	3.48795	0.226833	8347.74
11.2855	9.81998	3.48886	0.221833	8348.98
11.2914	9.69932	3.48988	0.216833	8350.37
11.224	11.3049	3.48368	0.286833	8341.89
11.2201	11.4135	3.48376	0.291833	8342
11.2162	11.5215	3.48391	0.296833	8342.19
11.2125	11.6288	3.48409	0.301833	8342.45
11.2088	11.7355	3.48433	0.306833	8342.78
11.2052	11.8416	3.48461	0.311833	8343.16
11.2017	11.9471	3.48494	0.316833	8343.61
11.1982	12.052	3.48531	0.321833	8344.11
11.1948	12.1564	3.48571	0.326833	8344.67
11.1914	12.2601	3.48615	0.331833	8345.27
11.1881	12.3635	3.48664	0.336833	8345.93
11.1849	12.4663	3.48715	0.341833	8346.63
11.1817	12.5686	3.48769	0.346833	8347.37
