5,0.88,-0.1,1,6.42925,1.75188,1.69744,0.0606314,6915.68,0.0588299
5,0.88,-0.1,2,6.61108,1.9555,1.73247,0.0476913,7052.97,0.046572
5,0.88,-0.1,3,6.55479,1.91051,1.69641,0.0507542,6911.63,0.0494877
5,0.88,-0.1,4,6.50912,2.02015,1.69984,0.0576454,6925.2,0.0560154
5,0.88,-0.1,5,6.51634,2.00347,1.68547,0.0532356,6868.14,0.0518434
5,0.88,-0.1,6,6.51424,1.98638,1.69318,0.0548405,6898.8,0.0533638
5,0.88,-0.1,7,6.48274,1.84573,1.71134,0.0567609,6970.49,0.0551801
5,0.88,-0.1,8,6.54105,2.01738,1.63621,0.0504895,6668.82,0.0492361
5,0.88,-0.1,9,6.49516,2.01307,1.63891,0.0580587,6679.88,0.0564054
5,0.88,-0.1,10,6.49484,2.01935,1.71623,0.060454,6989.67,0.0586629
5,0.88,-0.1,11,6.50266,1.95506,1.63917,0.0554267,6680.96,0.0539186
5,0.88,-0.1,12,6.48266,1.98553,1.71327,0.0613633,6978.09,0.0595185
5,0.88,-0.1,13,6.50749,1.91662,1.67676,0.0531666,6833.33,0.051778
5,0.88,-0.1,14,6.51631,1.92924,1.66898,0.0553984,6802.06,0.0538919
5,0.88,-0.1,15,6.46679,1.9273,1.67234,0.0616781,6815.59,0.0598146
5,0.88,-0.1,16,6.51026,1.94943,1.68218,0.0531485,6855.01,0.0517608
5,0.88,-0.1,17,6.52642,2.04551,1.70007,0.0550961,6926.09,0.0536058
5,0.88,-0.1,18,6.52978,1.98186,1.61036,0.0510636,6561.81,0.0497818
5,0.88,-0.1,19,6.50997,1.93083,1.60519,0.0541404,6540.19,0.0527009
5,0.88,-0.1,20,6.54471,1.99078,1.69163,0.0516143,6892.63,0.0503049
5,0.88,-0.1,21,6.52382,1.96865,1.70152,0.0541616,6931.83,0.052721
5,0.88,-0.1,22,6.54631,1.96563,1.62433,0.0483556,6619.83,0.0472051
5,0.88,-0.1,23,6.51528,2.00589,1.65292,0.0533636,6737.08,0.0519647
5,0.88,-0.1,24,6.47386,1.94434,1.61954,0.0594877,6600.01,0.0577528
5,0.88,-0.1,25,6.54434,1.97478,1.63466,0.0491485,6662.43,0.0479603
5,0.88,-0.1,26,6.44289,1.91384,1.62444,0.0616938,6620.3,0.0598293
5,0.88,-0.1,27,6.5662,1.9878,1.69516,0.0494749,6906.66,0.0482709
5,0.88,-0.1,28,6.48393,2.07634,1.63774,0.0617921,6675.07,0.0599217
5,0.88,-0.1,29,6.55883,1.93147,1.69529,0.0479421,6907.18,0.046811
5,0.88,-0.1,30,6.46552,2.00417,1.74809,0.0666721,7113.3,0.0644981
5,0.88,-0.1,31,6.52629,2.04716,1.69366,0.0555602,6900.72,0.0540449
