5,0.88,-0.1,1,6.54016,2.11037,1.68981,0.0567873,6885.41,0.055205
5,0.88,-0.1,2,6.55473,2.00484,1.69618,0.0519405,6910.7,0.0506147
5,0.88,-0.1,3,6.49508,1.9133,1.72583,0.0538846,7027.14,0.0524585
5,0.88,-0.1,4,6.56296,2.02532,1.66593,0.0497769,6789.77,0.0485584
5,0.88,-0.1,5,6.51271,2.00461,1.67911,0.0579951,6842.75,0.0563455
5,0.88,-0.1,6,6.61972,1.96482,1.72102,0.0436516,7008.42,0.0427126
5,0.88,-0.1,7,6.56466,2.09402,1.67511,0.0540793,6826.69,0.0526431
5,0.88,-0.1,8,6.56947,2.02608,1.68976,0.0511698,6885.21,0.0498827
5,0.88,-0.1,9,6.50406,2.07002,1.68463,0.0616451,6864.8,0.0597835
5,0.88,-0.1,10,6.49644,2.02855,1.68793,0.0561501,6877.95,0.0546028
5,0.88,-0.3,1,6.57139,1.95,1.75302,0.0509762,7132.21,0.0496987
5,0.88,-0.3,2,6.53459,1.88569,1.68826,0.0489881,6879.24,0.0478076
5,0.88,-0.3,3,6.4675,1.98249,1.75888,0.0625059,7154.64,0.0605925
5,0.88,-0.3,4,6.5423,1.92936,1.75973,0.0532812,7157.89,0.0518866
5,0.88,-0.3,5,6.61574,2.00433,1.74895,0.0466435,7116.58,0.0455724
5,0.88,-0.3,6,6.58294,1.92285,1.7528,0.0458496,7131.37,0.0448144
5,0.88,-0.3,7,6.49201,2.09106,1.69255,0.0624099,6896.31,0.0605023
5,0.88,-0.3,8,6.52055,1.96873,1.60122,0.0512548,6523.54,0.0499634
5,0.88,-0.3,9,6.56333,2.05524,1.68166,0.0521093,6852.94,0.0507749
5,0.88,-0.3,10,6.56971,2.06303,1.66779,0.0503811,6797.26,0.049133
5,0.88,-0.5,1,6.58934,2.05813,1.67968,0.0485494,6845.02,0.0473897
5,0.88,-0.5,2,6.5369,1.9481,1.75571,0.0551434,7142.52,0.0536505
5,0.88,-0.5,3,6.55361,1.95795,1.71605,0.0499684,6988.98,0.0487405
5,0.88,-0.5,4,6.60596,2.09224,1.80052,0.0510408,7311.85,0.0497601
5,0.88,-0.5,5,6.62752,1.99901,1.69416,0.0449967,6902.69,0.0439994
5,0.88,-0.5,6,6.55552,2.03791,1.69426,0.0546834,6903.08,0.0532152
5,0.88,-0.5,7,6.61054,2.12536,1.74323,0.0507868,7094.57,0.0495187
5,0.88,-0.5,8,6.53331,1.9051,1.73608,0.0535624,7066.95,0.0521532
5,0.88,-0.5,9,6.52943,1.92457,1.77945,0.0562933,7232.76,0.0547382
5,0.88,-0.5,10,6.57607,2.09393,1.63254,0.0506804,6653.72,0.0494176
10,0.88,-0.1,1,6.93075,2.10529,2.74252,0.0763732,10139.7,0.0735296
10,0.88,-0.1,2,6.99084,2.14514,2.6338,0.06039,9867.83,0.0586027
10,0.88,-0.1,3,7.04789,2.14381,2.73075,0.0522135,10110.7,0.0508738
10,0.88,-0.1,4,6.79277,2.44188,2.65246,0.128291,9915.27,0.120403
10,0.88,-0.1,5,6.84822,2.58247,2.68991,0.111083,10009.5,0.105135
10,0.88,-0.1,6,6.95401,2.2292,2.58128,0.0689302,9732.47,0.0666081
10,0.88,-0.1,7,6.95393,2.10925,2.76575,0.071099,10196.3,0.0686303
10,0.88,-0.1,8,7.02282,2.30194,2.65925,0.0638956,9932.47,0.0618971
10,0.88,-0.1,9,7.02923,2.25899,2.70326,0.0654524,10042.8,0.0633563
10,0.88,-0.1,10,6.99541,2.01203,2.64157,0.0554648,9887.64,0.0539546
10,0.88,-0.3,1,6.876,2.27694,2.71302,0.108445,10067,0.102772
10,0.88,-0.3,2,6.95741,2.30302,2.7643,0.0874487,10192.8,0.0837341
10,0.88,-0.3,3,7.00518,2.06718,2.81167,0.0702297,10307,0.0678203
10,0.88,-0.3,4,7.04622,2.04448,2.70497,0.0537022,10047,0.0522857
10,0.88,-0.3,5,6.90779,2.0381,2.64921,0.0722014,9907.04,0.0696565
10,0.88,-0.3,6,7.12,2.12688,2.82048,0.0521122,10328,0.0507776
10,0.88,-0.3,7,6.91195,2.18646,2.75326,0.0877912,10165.9,0.0840479
10,0.88,-0.3,8,7.06821,2.51817,2.82564,0.0803451,10340.3,0.0772021
10,0.88,-0.3,9,7.01072,2.42308,2.79794,0.0852414,10274.1,0.0817094
10,0.88,-0.3,10,6.95268,1.91626,2.79368,0.0726326,10263.9,0.0700576
10,0.88,-0.5,1,7.05414,1.89064,2.82195,0.0598336,10331.5,0.0580787
