5,0.88,-0.1,1,6.5316,2.05368,1.68163,0.0561838,6852.8,0.0546347
5,0.88,-0.1,2,6.58954,2.14948,1.71243,0.0524834,6974.79,0.0511299
5,0.88,-0.1,3,6.51572,2.12679,1.77645,0.0621381,7221.41,0.0602469
5,0.88,-0.1,4,6.5049,1.94252,1.70143,0.0553641,6931.48,0.0538594
5,0.88,-0.1,5,6.55108,1.89766,1.62459,0.0483046,6620.9,0.0471565
5,0.88,-0.1,6,6.51895,2.00749,1.62594,0.0535156,6626.5,0.0521089
5,0.88,-0.1,7,6.46385,2.01155,1.6008,0.0616998,6521.79,0.0598349
5,0.88,-0.1,8,6.48632,1.92683,1.63416,0.0549744,6660.4,0.0534906
5,0.88,-0.1,9,6.51442,1.8717,1.68379,0.0544037,6861.45,0.0529503
5,0.88,-0.1,10,6.54367,2.00894,1.66069,0.0516559,6768.61,0.0503445
5,0.88,-0.3,1,6.50913,1.84325,1.68537,0.0528886,6867.75,0.0515143
5,0.88,-0.3,2,6.51267,2.03998,1.65501,0.0560682,6745.59,0.0545253
5,0.88,-0.3,3,6.53864,2.01276,1.64571,0.0521786,6707.73,0.0508406
5,0.88,-0.3,4,6.68276,2.01399,1.74838,0.0393406,7114.39,0.0385768
5,0.88,-0.3,5,6.60178,1.93564,1.75195,0.0462349,7128.09,0.0451824
5,0.88,-0.3,6,6.57579,1.97178,1.76371,0.0481367,7173.07,0.0469965
5,0.88,-0.3,7,6.51116,1.98405,1.72979,0.0553571,7042.56,0.0538528
5,0.88,-0.3,8,6.52473,1.95639,1.76878,0.0564111,7192.36,0.0548495
5,0.88,-0.3,9,6.5568,2.03984,1.65623,0.0516413,6750.52,0.0503306
5,0.88,-0.3,10,6.56373,1.96709,1.67391,0.0476484,6821.89,0.046531
5,0.88,-0.5,1,6.56749,2.01983,1.74761,0.0525073,7111.44,0.0511526
5,0.88,-0.5,2,6.55118,1.98637,1.84444,0.0538732,7473.8,0.0524477
5,0.88,-0.5,3,6.53651,2.0018,1.75741,0.0574454,7149.02,0.0558265
5,0.88,-0.5,4,6.62311,1.99787,1.79179,0.045975,7279.21,0.0449342
5,0.88,-0.5,5,6.59571,2.00066,1.68051,0.0488417,6848.33,0.0476682
5,0.88,-0.5,6,6.48371,1.95629,1.75274,0.0655521,7131.15,0.0634497
5,0.88,-0.5,7,6.46765,1.98389,1.64965,0.060737,6723.77,0.0589293
5,0.88,-0.5,8,6.54134,2.00648,1.76685,0.055214,7185,0.0537174
5,0.88,-0.5,9,6.48681,1.84325,1.6624,0.059111,6775.52,0.0573978
5,0.88,-0.5,10,6.5612,2.06092,1.64855,0.0506057,6719.3,0.0493465
10,0.88,-0.1,1,6.92224,2.1474,2.64608,0.066984,9899.1,0.0647898
10,0.88,-0.1,2,7.01275,2.21374,2.77479,0.0630857,10218.3,0.061137
10,0.88,-0.1,3,6.98219,2.39515,2.7072,0.0782464,10052.6,0.0752634
10,0.88,-0.1,4,6.92311,2.45451,2.78968,0.0894581,10254.2,0.0855734
10,0.88,-0.1,5,6.93856,2.24281,2.67112,0.0682867,9962.4,0.0660073
10,0.88,-0.1,6,7.03148,2.14999,2.70029,0.0526103,10035.4,0.0512503
10,0.88,-0.1,7,6.88317,2.26981,2.74831,0.0962931,10153.8,0.0918022
10,0.88,-0.1,8,6.82157,2.17868,2.68781,0.117223,10004.2,0.110614
10,0.88,-0.1,9,6.87786,2.1903,2.7169,0.0959898,10076.6,0.0915267
10,0.88,-0.1,10,6.90761,2.31249,2.76622,0.0878112,10197.5,0.0840663
10,0.88,-0.3,1,7.04833,2.1354,2.80537,0.0695359,10291.9,0.0671734
10,0.88,-0.3,2,6.9225,2.24383,2.77398,0.100974,10216.3,0.0960439
10,0.88,-0.3,3,7.01534,2.17246,2.75912,0.0677066,10180.2,0.0654654
10,0.88,-0.3,4,6.90127,2.23974,2.79902,0.103178,10276.7,0.0980336
10,0.88,-0.3,5,6.94858,2.05664,2.81372,0.0828361,10311.9,0.079498
10,0.88,-0.3,6,6.94375,2.09572,2.71405,0.0769116,10069.5,0.0740283
10,0.88,-0.3,7,6.95495,2.23786,2.73898,0.0865207,10131,0.0828835
10,0.88,-0.3,8,6.98717,2.06798,2.79161,0.0745244,10258.9,0.0718152
10,0.88,-0.3,9,6.94176,2.26903,2.74483,0.0830262,10145.3,0.079673
10,0.88,-0.3,10,7.05586,2.28534,2.77529,0.0671212,10219.5,0.0649181
10,0.88,-0.5,1,7.10883,2.0518,2.82464,0.0628085,10337.9,0.0608767
10,0.88,-0.5,2,7.07612,2.10601,2.8626,0.0752811,10427.6,0.0725173
10,0.88,-0.5,3,7.10645,2.13674,2.85864,0.0721413,10418.3,0.0696006
10,0.88,-0.5,4,7.07949,2.14542,2.82852,0.0768939,10347.1,0.074012
10,0.88,-0.5,5,7.05512,1.94656,2.80445,0.06985,10289.7,0.0674663
10,0.88,-0.5,6,7.00682,1.97049,2.85428,0.0836195,10408.1,0.0802188
10,0.88,-0.5,7,6.97997,2.14152,2.75222,0.087871,10163.4,0.084121
10,0.88,-0.5,8,7.13034,1.97218,2.90901,0.0620288,10535.7,0.0601442
10,0.88,-0.5,9,7.01229,2.05169,2.89644,0.0852294,10506.6,0.0816984
10,0.88,-0.5,10,7.10263,2.07294,2.89731,0.0675201,10508.6,0.0652911
15,0.88,-0.1,1,7.35407,3.03154,3.20251,0.175482,11181.6,0.160947
15,0.88,-0.1,2,7.48431,2.54036,3.24147,0.0983059,11262.9,0.0936284
15,0.88,-0.1,3,7.40478,3.11509,3.18012,0.148502,11134.5,0.138001
15,0.88,-0.1,4,7.44828,2.73917,3.20961,0.114049,11196.5,0.107786
15,0.88,-0.1,5,7.43414,2.29908,3.18408,0.0891263,11142.9,0.0852699
