1,1,0,0.251882
1,2,0,0.252765
1,3,0,0.251855
1,4,0,0.251826
1,5,0,0.252297
2,1,0,0.302012
2,2,0,0.303249
2,3,0,0.301825
2,4,0,0.301805
2,5,0,0.302625
3,1,0,0.286214
3,2,0,0.287436
3,3,0,0.286008
3,4,0,0.285984
3,5,0,0.286819
4,1,0,0.271506
4,2,0,0.27263
4,3,0,0.271395
4,4,0,0.271376
4,5,0,0.27206
5,1,0,0.29366
5,2,0,0.294975
5,3,0,0.293479
5,4,0,0.293437
5,5,0,0.294322
