1,1,0,0.251882,0.2266,0.2799
1,2,0,0.252765,0.2274,0.281
1,3,0,0.251855,0.2266,0.2799
1,4,0,0.251826,0.2265,0.2799
1,5,0,0.252297,0.2269,0.2805
2,1,0,0.302012,0.2727,0.3351
2,2,0,0.303249,0.2738,0.3366
2,3,0,0.301825,0.2726,0.3349
2,4,0,0.301805,0.2726,0.3348
2,5,0,0.302625,0.2733,0.3358
3,1,0,0.286214,0.2587,0.3173
3,2,0,0.287436,0.2598,0.3187
3,3,0,0.286008,0.2585,0.317
3,4,0,0.285984,0.2585,0.317
3,5,0,0.286819,0.2592,0.318
4,1,0,0.271506,0.2455,0.3001
4,2,0,0.27263,0.2466,0.3014
4,3,0,0.271395,0.2454,0.3
4,4,0,0.271376,0.2454,0.3
4,5,0,0.27206,0.246,0.3008
5,1,0,0.29366,0.2625,0.33
5,2,0,0.294975,0.2637,0.3314
5,3,0,0.293479,0.2624,0.3296
5,4,0,0.293437,0.2625,0.3295
5,5,0,0.294322,0.2631,0.3307
