7.79662	7.78267	3.33348	0.174231	27639.2
7.80724	7.71403	3.33353	0.169231	27639.4
7.81855	7.64507	3.33366	0.164231	27640
7.83062	7.57577	3.3339	0.159231	27641.2
7.84355	7.50612	3.33424	0.154231	27642.9
7.85741	7.43611	3.3347	0.149231	27645.1
7.87234	7.36574	3.33529	0.144231	27648
7.88844	7.29504	3.33602	0.139231	27651.5
7.90587	7.22396	3.3369	0.134231	27655.8
7.92479	7.15252	3.33795	0.129231	27660.9
7.94538	7.08071	3.33919	0.124231	27666.9
7.96788	7.00855	3.34063	0.119231	27673.9
7.99253	6.93606	3.34231	0.114231	27682
8.01963	6.86324	3.34424	0.109231	27691.4
7.78662	7.85096	3.33352	0.179231	27639.4
7.77719	7.91894	3.33365	0.184231	27640
7.76827	7.98659	3.33384	0.189231	27640.9
7.75981	8.05395	3.33411	0.194231	27642.2
7.75178	8.12097	3.33443	0.199231	27643.8
7.74414	8.18774	3.33482	0.204231	27645.7
7.73684	8.2542	3.33527	0.209231	27647.8
7.72988	8.32038	3.33576	0.214231	27650.3
7.7232	8.3863	3.33631	0.219231	27652.9
7.71681	8.45197	3.3369	0.224231	27655.8
7.71066	8.51735	3.33754	0.229231	27658.9
7.70474	8.5825	3.33822	0.234231	27662.2
7.69905	8.64743	3.33894	0.239231	27665.7
