7.74952	8.44962	3.42816	0.248354	8237.5
7.7535	8.36632	3.42817	0.243354	8237.52
7.75765	8.28286	3.42822	0.238354	8237.59
7.76199	8.19926	3.4283	0.233354	8237.7
7.76652	8.11539	3.42841	0.228354	8237.86
7.77125	8.03131	3.42857	0.223354	8238.07
7.77623	7.94699	3.42876	0.218354	8238.33
7.78145	7.86233	3.429	0.213354	8238.66
7.78693	7.77739	3.42927	0.208354	8239.05
7.79271	7.69212	3.4296	0.203354	8239.5
7.79881	7.60648	3.42998	0.198354	8240.03
7.80525	7.52038	3.43042	0.193354	8240.63
7.81205	7.43387	3.43091	0.188354	8241.31
7.81927	7.34685	3.43147	0.183354	8242.08
7.74569	8.53276	3.42817	0.253354	8237.52
7.74201	8.61577	3.42821	0.258354	8237.58
7.73847	8.69866	3.42828	0.263354	8237.68
7.73505	8.78147	3.42838	0.268354	8237.81
7.73175	8.86421	3.42849	0.273354	8237.97
7.72858	8.94691	3.42863	0.278354	8238.16
7.72549	9.02952	3.4288	0.283354	8238.38
7.72251	9.11211	3.42897	0.288354	8238.64
7.71963	9.19473	3.42918	0.293354	8238.91
7.71681	9.27728	3.42939	0.298354	8239.21
7.7141	9.35989	3.42962	0.303354	8239.54
7.71145	9.44248	3.42988	0.308354	8239.89
7.70887	9.52514	3.43014	0.313354	8240.25
