7.82294	6.94275	3.31016	0.147026	8098.06
7.83747	6.85399	3.31019	0.142026	8098.11
7.8531	6.76453	3.31031	0.137026	8098.28
7.86995	6.6743	3.31051	0.132026	8098.57
7.8882	6.58322	3.3108	0.127026	8099
7.90796	6.49126	3.31121	0.122026	8099.59
7.92944	6.39835	3.31175	0.117026	8100.35
7.95285	6.30445	3.31242	0.112026	8101.33
7.97842	6.20944	3.31326	0.107026	8102.53
8.00642	6.11328	3.31428	0.102026	8104.01
8.03719	6.01581	3.31553	0.097026	8105.8
8.07109	5.91708	3.31702	0.092026	8107.95
8.10857	5.81696	3.31881	0.087026	8110.52
8.15018	5.71552	3.32093	0.082026	8113.57
7.80942	7.03078	3.31019	0.152026	8098.11
7.79681	7.1182	3.31029	0.157026	8098.25
7.78501	7.20492	3.31045	0.162026	8098.48
7.77396	7.29104	3.31065	0.167026	8098.78
7.76356	7.37657	3.31091	0.172026	8099.15
7.75379	7.46155	3.31122	0.177026	8099.6
7.74457	7.5459	3.31157	0.182026	8100.1
7.73586	7.62975	3.31196	0.187026	8100.66
7.72761	7.71303	3.31238	0.192026	8101.27
7.71978	7.79576	3.31285	0.197026	8101.94
7.71235	7.87799	3.31334	0.202026	8102.65
7.70527	7.95968	3.31387	0.207026	8103.41
7.69852	8.04085	3.31443	0.212026	8104.21
