7.85027	7.71738	3.272	0.147995	11278.7
7.86636	7.66103	3.27207	0.142995	11278.9
7.88373	7.60496	3.2723	0.137995	11279.3
7.90256	7.54916	3.2727	0.132995	11280.1
7.92302	7.49378	3.27328	0.127995	11281.3
7.94537	7.43891	3.27407	0.122995	11282.9
7.96985	7.38464	3.27509	0.117995	11285
7.99682	7.33117	3.27636	0.112995	11287.6
8.02662	7.27861	3.27792	0.107995	11290.8
8.05971	7.22722	3.27981	0.102995	11294.7
8.09665	7.17721	3.28207	0.097995	11299.3
8.13806	7.12896	3.28475	0.092995	11304.7
8.18476	7.08284	3.28792	0.087995	11311.2
8.2377	7.03936	3.29167	0.082995	11318.8
7.8353	7.77387	3.27207	0.152995	11278.8
7.82134	7.83054	3.27227	0.157995	11279.3
7.80827	7.88725	3.27259	0.162995	11279.9
7.796	7.94402	3.27302	0.167995	11280.8
7.78444	8.00079	3.27356	0.172995	11281.9
7.77352	8.05757	3.27419	0.177995	11283.2
7.76317	8.11426	3.27492	0.182995	11284.7
7.75334	8.17093	3.27572	0.187995	11286.3
7.74398	8.22753	3.27661	0.192995	11288.1
7.73504	8.28404	3.27757	0.197995	11290.1
7.72648	8.34044	3.2786	0.202995	11292.2
7.71826	8.39674	3.27969	0.207995	11294.4
7.71037	8.45293	3.28084	0.212995	11296.8
